price,price_liter,title,promotion,brand,container,volumen_unid,quantity_pack,image_url,supermarket,promotion_check,id,specials
1.89,5.72,cerveza la trappe dubbel botella 33 cl.,No promotion,trappe,botella,33 cl,1,https://www.alcampo.es/media/h04/hb2/8892111781918.jpg,Alcampo,no,365,others
10.94,4.97,cerveza negra guinness pack 5 uds. x 44 cl,No promotion,guinness,No specified,44 cl,5,https://www.alcampo.es/media/hb3/hf0/10448422338590.jpg,Alcampo,no,366,negra 
2.02,6.12,cerveza tostada holandesa la trappe 33 cl.,No promotion,trappe,No specified,33 cl,1,https://www.alcampo.es/media/h25/h5f/8952554913822.jpg,Alcampo,no,367,others
3.56,2.37,cerveza cruzcampo pack de 6 botellas de 25 cl.,No promotion,cruzcampo,botella,25 cl,6,https://www.alcampo.es/media/hc8/h53/9546887757854.jpg,Alcampo,no,368,others
8.04,3.21,estuche de cerveza alemana artesana grevensteiner pack de 5 botellas de 50 cl.,No promotion,grevensteiner,botella,50 cl,5,https://www.alcampo.es/media/h19/h56/9660269854750.jpg,Alcampo,no,369,artesana 
1.69,5.12,cerveza tipo abadía roja belga tedeum botella 33 cl.,No promotion,tedeum,botella,33 cl,1,https://www.alcampo.es/media/h9d/h1e/8897325105182.jpg,Alcampo,no,370,others
1.49,4.51,cerveza tostada de abadía abbaye d'aulne brune botella de 33 cl.,No promotion,abbaye d'aulne,botella,33 cl,1,https://www.alcampo.es/media/h43/h1d/8959691358238.jpg,Alcampo,no,371,others
1.78,5.39,cerveza premium rubia maisel&friends ipa 33 cl. ,No promotion,maisel&friends,No specified,33 cl,1,https://www.alcampo.es/media/h69/h55/9215208980510.jpg,Alcampo,no,372,IPA 
1.73,5.24,cerveza escocesa de tipo ale fuerte innis&gunn original botella 33 cl.,No promotion,innis&gunn,botella,33 cl,1,https://www.alcampo.es/media/h68/h98/8960175439902.jpg,Alcampo,no,373,others
0.84,1.68,cerveza especial cruzcampo 50 ml.,No promotion,cruzcampo especial,No specified,50 ml,1,https://www.alcampo.es/media/hd3/h7c/9580481511454.jpg,Alcampo,no,374,others
2.99,1.99,cerveza tostada malquerida pack de 6 x 25 cl. ,No promotion,malquerida,No specified,25 cl,6,https://www.alcampo.es/media/hea/hff/9222537707550.jpg,Alcampo,no,375,others
5.7,2.87,cerveza especialmente lupulada san miguel manila cesta 6 x 33 cl.,No promotion,san miguel manila,No specified,33 cl,1,https://www.alcampo.es/media/h65/h69/9188519903262.jpg,Alcampo,no,376,others
1.49,4.51,cerveza rubia de abadía abbaye d'aulne premier cru botella 33 cl.,No promotion,abbaye d'aulne,botella,33 cl,1,https://www.alcampo.es/media/h95/heb/8959749980190.jpg,Alcampo,no,377,others
6.99,3.53,cervezas tostadas 1906 red vintage pack 6 uds. x 33 cl.,No promotion,estrella galicia 1906 red,No specified,33 cl,6,https://www.alcampo.es/media/hae/h08/10433611497502.jpg,Alcampo,no,378,others
1.69,5.12,cerveza castaña la cibeles 33 cl.,No promotion,cibeles,No specified,33 cl,1,https://www.alcampo.es/media/h76/h19/9823037947934.jpg,Alcampo,no,379,others
1.99,6.03,cerveza trigo artesana madrid enigma cervantes 400 33 cl.,No promotion,enigma,No specified,33 cl,1,https://www.alcampo.es/media/h53/h22/9500079915038.jpg,Alcampo,no,380,artesana 
1.83,5.54,"cerveza light rubia, fresca y con un sabor afrutado maisel&friends botella 33 cl. ",No promotion,maisel&friends,botella,33 cl,1,https://www.alcampo.es/media/he5/h4e/9534544969758.jpg,Alcampo,no,381,others
4.92,2.48,cerveza rubia nacional san miguel fresca pack 6 uds. x 33 cl.,No promotion,san miguel fresca,No specified,33 cl,6,https://www.alcampo.es/media/h72/h64/8959807094814.jpg,Alcampo,no,382,others
2.08,6.3,cerveza alemana de trigo con toque cítricos maisel & friends weizen ipa botella 33 cl. ,No promotion,maisel & friends,botella,33 cl,1,https://www.alcampo.es/media/h17/hfd/9534528094238.jpg,Alcampo,no,383,IPA 
1.79,5.42,cerveza de trigo blanca belga vedett botella 33 cl.,No promotion,vedett,botella,33 cl,1,https://www.alcampo.es/media/h5d/he3/10519044718622.jpg,Alcampo,no,384,others
1.49,4.51,cerveza belga abbaye d'aulne cuveé royale botella 33 cl.,No promotion,abbaye d'aulne,botella,33 cl,1,https://www.alcampo.es/media/h08/ha2/9037205536798.jpg,Alcampo,no,385,others
2.26,2.26,cerveza dinamarca premium 5% alc. faxe lata 1 l.,No promotion,faxe,lata,1 l,1,https://www.alcampo.es/media/hb7/h0e/9220314988574.jpg,Alcampo,no,386,others
